# Mandate Rescue training data. BOOTSTRAPPED from 10 repeated runs of the 180-case synthetic simulation with distinct seeds. These rows are NOT unique real customers; they are label-consistent outcomes produced by the product's own rule-based recovery pipeline. Used to train/validate an additive ML layer that does NOT drive agent decisions.
past_payment_success_rate,customer_tenure_months,past_retry_count,failure_reason,amount,mandate_limit,merchant_category,recovered
0.57,25,2,insufficient_funds,563.92,5000.0,subscription,1
0.73,6,1,insufficient_funds,2540.8,5000.0,utility,1
0.69,21,0,insufficient_funds,2968.83,5000.0,insurance,1
0.31,32,0,mandate_expired,6396.24,8847.0,emi,1
0.56,14,2,insufficient_funds,3924.53,5000.0,subscription,1
0.8,41,0,insufficient_funds,606.93,3000.0,utility,1
0.96,17,2,insufficient_funds,806.0,5000.0,emi,1
0.99,2,1,insufficient_funds,2937.36,5000.0,utility,1
0.39,25,2,bank_technical_error,1468.01,2000.0,subscription,1
0.92,26,2,insufficient_funds,1343.94,5000.0,emi,1
0.66,12,2,bank_technical_error,2831.0,1000.0,utility,1
0.68,41,0,mandate_revoked,957.26,5000.0,emi,0
0.37,5,2,mandate_revoked,12707.64,16276.06,emi,0
0.82,20,1,insufficient_funds,1964.84,5000.0,subscription,0
0.42,43,2,insufficient_funds,753.35,5000.0,insurance,1
0.54,9,2,mandate_expired,1915.26,5000.0,subscription,1
0.75,39,0,mandate_revoked,1934.0,5000.0,emi,0
0.46,3,0,bank_technical_error,5374.19,10039.98,subscription,1
0.85,28,1,insufficient_funds,2667.97,5000.0,insurance,1
0.5,26,2,bank_technical_error,541.07,5000.0,subscription,1
0.42,38,1,mandate_expired,10787.63,13819.59,subscription,1
0.37,46,1,mandate_expired,5586.03,7210.4,emi,0
0.85,10,2,insufficient_funds,2810.14,3000.0,emi,0
0.38,30,0,insufficient_funds,543.81,5000.0,emi,1
0.93,43,2,mandate_expired,2219.93,5000.0,subscription,1
0.52,2,2,bank_technical_error,1348.9,5000.0,utility,1
0.57,43,1,insufficient_funds,3488.21,5000.0,insurance,1
0.85,7,2,bank_technical_error,724.29,1000.0,emi,1
0.89,5,2,mandate_expired,1700.05,5000.0,utility,0
0.77,40,2,insufficient_funds,9995.9,13969.36,subscription,1
0.5,30,0,mandate_expired,1204.22,5000.0,emi,1
0.77,40,2,mandate_expired,2848.32,5000.0,insurance,0
0.31,33,2,mandate_revoked,11759.64,12907.58,emi,0
0.54,19,0,insufficient_funds,2154.4,5000.0,emi,1
0.67,46,2,mandate_revoked,1033.63,5000.0,subscription,0
0.63,9,1,insufficient_funds,12215.07,16114.37,utility,1
0.68,19,0,mandate_revoked,8924.85,10821.75,subscription,0
0.81,28,0,insufficient_funds,783.24,5000.0,insurance,1
0.94,24,0,insufficient_funds,1911.57,5000.0,subscription,1
0.55,33,0,insufficient_funds,8620.24,5000.0,subscription,0
0.79,24,2,mandate_revoked,2111.66,5000.0,subscription,0
0.67,3,0,insufficient_funds,1494.06,5000.0,subscription,1
0.66,41,2,bank_technical_error,2056.51,5000.0,utility,1
0.33,37,1,mandate_revoked,2039.94,5000.0,insurance,0
0.82,6,2,insufficient_funds,1985.58,5000.0,emi,1
0.34,14,0,mandate_revoked,1286.03,5000.0,utility,0
0.87,27,1,insufficient_funds,11934.21,16300.07,emi,1
0.56,16,2,insufficient_funds,1489.78,5000.0,utility,1
0.35,39,1,bank_technical_error,8670.59,5000.0,subscription,1
0.91,37,0,bank_technical_error,2544.01,5000.0,utility,1
0.76,7,0,mandate_expired,1056.26,5000.0,insurance,1
0.96,37,2,insufficient_funds,797.65,5000.0,utility,1
0.79,6,0,insufficient_funds,2563.73,5000.0,utility,1
0.33,46,1,mandate_expired,779.35,5000.0,utility,1
0.84,11,2,insufficient_funds,1842.33,5000.0,utility,0
0.47,27,0,insufficient_funds,2600.69,5000.0,utility,1
0.33,21,2,mandate_expired,2061.85,5000.0,subscription,0
0.77,16,2,insufficient_funds,1316.56,5000.0,insurance,1
0.84,29,0,insufficient_funds,1182.78,5000.0,insurance,1
0.6,32,1,insufficient_funds,671.98,5000.0,insurance,1
0.76,13,0,mandate_expired,6119.0,5000.0,subscription,0
0.83,27,1,bank_technical_error,2722.86,5000.0,emi,1
0.69,17,2,bank_technical_error,13375.32,17495.44,insurance,1
0.46,45,2,insufficient_funds,1529.0,5000.0,subscription,1
0.7,20,2,mandate_revoked,816.12,5000.0,subscription,0
0.7,4,2,bank_technical_error,1082.24,5000.0,utility,1
0.52,15,2,insufficient_funds,756.74,5000.0,insurance,0
0.45,43,1,insufficient_funds,12555.73,16618.32,emi,1
0.6,3,1,mandate_revoked,12559.05,14449.78,subscription,0
0.84,40,2,mandate_revoked,1530.73,5000.0,subscription,0
0.42,26,2,bank_technical_error,7580.78,10233.9,emi,1
0.37,22,1,bank_technical_error,11335.32,13374.49,emi,1
0.75,4,1,insufficient_funds,1817.71,5000.0,emi,1
0.56,12,0,mandate_revoked,1161.17,5000.0,emi,0
0.88,31,0,insufficient_funds,11809.27,15197.3,emi,1
0.49,32,0,insufficient_funds,2518.71,5000.0,subscription,1
0.85,42,1,insufficient_funds,612.74,5000.0,insurance,1
0.47,8,2,insufficient_funds,1217.43,5000.0,utility,1
0.68,39,1,bank_technical_error,531.19,5000.0,emi,1
0.65,17,1,mandate_expired,11402.08,15472.15,utility,1
0.36,13,0,insufficient_funds,2156.86,5000.0,utility,1
0.39,15,0,mandate_revoked,1474.96,5000.0,subscription,0
0.79,32,0,bank_technical_error,654.55,5000.0,emi,1
0.84,12,2,mandate_revoked,1284.64,5000.0,insurance,0
0.91,43,1,insufficient_funds,12136.17,13314.85,emi,1
0.46,26,2,bank_technical_error,1904.24,5000.0,subscription,1
0.34,1,0,insufficient_funds,1329.22,5000.0,insurance,1
0.89,39,1,insufficient_funds,2122.31,5000.0,emi,1
0.83,35,1,insufficient_funds,2671.79,5000.0,utility,1
0.68,34,1,insufficient_funds,2274.32,5000.0,utility,1
0.55,16,1,mandate_expired,2930.94,2000.0,emi,1
0.4,16,0,bank_technical_error,2055.65,5000.0,emi,1
0.42,38,0,bank_technical_error,2983.98,5000.0,insurance,1
0.32,31,2,mandate_revoked,3725.62,5000.0,subscription,0
0.43,35,0,insufficient_funds,2182.43,5000.0,insurance,1
0.33,47,2,insufficient_funds,6664.62,10132.32,subscription,1
0.35,24,0,insufficient_funds,2157.09,5000.0,emi,1
0.71,21,2,mandate_revoked,14077.41,17324.41,insurance,0
0.31,35,2,mandate_expired,13000.76,16845.29,insurance,1
0.95,29,0,insufficient_funds,1503.64,5000.0,insurance,1
0.6,38,0,insufficient_funds,1464.78,5000.0,insurance,1
0.73,28,0,insufficient_funds,7599.48,11315.71,emi,1
0.72,2,2,insufficient_funds,2275.89,5000.0,emi,1
0.43,41,0,bank_technical_error,14173.35,16092.56,emi,1
0.65,19,1,insufficient_funds,2693.46,5000.0,utility,1
0.92,42,1,insufficient_funds,1778.72,5000.0,emi,1
0.64,18,2,mandate_revoked,2706.55,5000.0,utility,0
0.46,19,1,mandate_revoked,340.71,5000.0,utility,0
0.95,32,0,mandate_expired,1435.43,5000.0,utility,1
0.6,17,0,mandate_expired,1266.91,5000.0,subscription,1
0.45,7,1,insufficient_funds,1989.55,5000.0,subscription,1
0.64,2,0,mandate_expired,2661.13,5000.0,insurance,0
0.31,6,0,insufficient_funds,1943.89,5000.0,insurance,0
0.54,27,1,mandate_expired,1798.68,5000.0,utility,1
0.91,40,2,bank_technical_error,1631.28,5000.0,subscription,1
0.39,22,2,insufficient_funds,2359.93,1000.0,insurance,1
0.73,46,0,mandate_expired,817.51,5000.0,subscription,1
0.37,39,0,mandate_revoked,669.02,5000.0,insurance,0
0.63,44,2,bank_technical_error,565.37,5000.0,insurance,1
0.88,39,1,mandate_expired,1372.69,5000.0,emi,1
0.46,7,0,mandate_expired,1920.29,5000.0,insurance,1
0.45,12,2,mandate_revoked,8622.22,9924.89,emi,0
0.78,5,0,insufficient_funds,6394.68,9532.12,insurance,1
0.47,37,2,insufficient_funds,14806.45,19401.87,emi,1
0.91,30,1,insufficient_funds,13264.38,17112.38,subscription,1
0.87,12,0,insufficient_funds,13461.07,5000.0,utility,1
0.85,4,2,insufficient_funds,1537.82,5000.0,insurance,1
0.79,40,2,bank_technical_error,3478.13,5000.0,utility,1
0.56,17,2,insufficient_funds,1196.01,5000.0,subscription,1
0.33,32,2,insufficient_funds,2860.55,5000.0,insurance,1
0.97,30,2,insufficient_funds,2010.76,5000.0,insurance,1
0.76,6,0,insufficient_funds,1792.22,5000.0,emi,0
0.97,41,0,insufficient_funds,6292.97,10807.39,subscription,1
0.69,12,0,insufficient_funds,537.22,1000.0,emi,1
0.68,35,2,mandate_revoked,1556.05,5000.0,utility,0
0.44,11,2,bank_technical_error,1601.0,5000.0,subscription,1
0.47,5,0,insufficient_funds,2895.85,5000.0,utility,1
0.54,41,2,insufficient_funds,1967.41,5000.0,utility,1
0.99,43,0,insufficient_funds,2040.47,5000.0,emi,1
0.34,42,2,insufficient_funds,2218.87,5000.0,emi,1
0.53,27,2,insufficient_funds,2902.52,5000.0,insurance,1
0.5,34,0,insufficient_funds,1877.43,5000.0,utility,1
0.61,9,1,insufficient_funds,710.93,5000.0,subscription,1
0.36,33,0,bank_technical_error,2770.8,5000.0,subscription,1
0.77,23,1,mandate_expired,484.63,5000.0,insurance,1
0.71,13,1,mandate_revoked,786.54,5000.0,emi,0
0.35,44,0,insufficient_funds,2859.32,3000.0,utility,1
0.51,41,1,insufficient_funds,530.65,5000.0,insurance,0
0.52,21,1,insufficient_funds,1780.22,2000.0,subscription,1
0.71,29,0,insufficient_funds,822.65,5000.0,utility,1
0.43,9,2,bank_technical_error,2422.5,5000.0,emi,1
0.36,30,1,mandate_revoked,1102.5,5000.0,utility,0
0.39,38,0,mandate_revoked,1966.8,5000.0,insurance,0
0.81,46,1,bank_technical_error,1880.25,5000.0,utility,1
0.48,11,0,insufficient_funds,2489.15,5000.0,utility,0
0.73,15,1,bank_technical_error,2855.04,2000.0,utility,1
0.43,4,0,insufficient_funds,1341.66,5000.0,utility,1
0.67,15,2,mandate_expired,1358.22,5000.0,insurance,1
0.38,32,2,insufficient_funds,2864.57,5000.0,utility,1
0.64,39,1,bank_technical_error,1912.74,5000.0,emi,1
0.3,41,0,insufficient_funds,2466.41,5000.0,subscription,1
0.55,35,2,insufficient_funds,786.17,5000.0,utility,0
0.41,24,0,mandate_expired,13519.92,5000.0,subscription,1
0.97,28,2,insufficient_funds,2834.38,5000.0,utility,1
0.79,23,2,bank_technical_error,11280.73,14095.95,utility,1
0.68,45,1,bank_technical_error,1024.63,5000.0,subscription,1
0.88,9,0,bank_technical_error,1924.27,2000.0,subscription,1
0.91,41,1,insufficient_funds,12637.12,13786.73,emi,1
0.44,8,2,mandate_expired,13209.18,15771.77,subscription,1
0.85,1,2,mandate_expired,10612.68,13286.13,emi,1
0.36,14,1,mandate_expired,2679.93,5000.0,utility,1
0.88,39,1,insufficient_funds,1704.52,3000.0,subscription,1
0.33,38,0,bank_technical_error,2878.66,5000.0,utility,1
0.59,34,2,bank_technical_error,646.16,5000.0,insurance,1
0.67,8,1,mandate_revoked,1556.51,2000.0,emi,0
0.9,38,0,insufficient_funds,2090.04,5000.0,subscription,1
0.73,7,0,insufficient_funds,2845.11,5000.0,subscription,1
0.58,20,1,mandate_expired,8787.19,9972.4,subscription,1
0.5,4,2,bank_technical_error,1437.02,5000.0,subscription,1
0.51,6,0,mandate_revoked,2542.82,5000.0,utility,0
0.62,47,2,mandate_revoked,861.46,5000.0,insurance,0
0.92,1,2,insufficient_funds,1098.1,5000.0,subscription,1
0.62,22,1,insufficient_funds,567.31,5000.0,emi,1
0.33,10,0,bank_technical_error,2069.4,5000.0,emi,1
0.85,43,2,mandate_expired,13418.42,17799.11,subscription,1
0.69,10,0,insufficient_funds,1636.08,5000.0,subscription,1
0.78,23,0,mandate_expired,626.9,5000.0,utility,1
0.41,18,1,insufficient_funds,2966.46,5000.0,insurance,1
0.62,14,1,insufficient_funds,1677.54,5000.0,insurance,1
0.47,39,0,mandate_expired,749.09,5000.0,subscription,1
0.31,7,1,bank_technical_error,1758.62,5000.0,insurance,1
0.77,17,1,insufficient_funds,293.92,5000.0,insurance,0
0.87,37,1,mandate_revoked,1649.56,5000.0,emi,0
0.48,29,2,mandate_revoked,1724.33,5000.0,subscription,0
0.32,6,2,mandate_revoked,1312.77,5000.0,insurance,0
0.8,9,0,bank_technical_error,2215.2,5000.0,utility,1
0.89,24,2,mandate_expired,1721.04,5000.0,utility,1
0.52,34,1,mandate_expired,1022.23,5000.0,subscription,1
0.76,43,1,insufficient_funds,2019.34,5000.0,subscription,1
0.98,7,2,bank_technical_error,2351.95,5000.0,emi,1
0.61,21,1,insufficient_funds,864.93,5000.0,utility,1
0.7,46,2,insufficient_funds,2253.27,5000.0,utility,1
0.32,34,0,insufficient_funds,2866.13,5000.0,insurance,1
0.36,44,1,mandate_expired,1710.01,5000.0,insurance,1
0.37,37,1,bank_technical_error,13698.35,14784.48,utility,1
0.32,6,0,insufficient_funds,734.79,5000.0,subscription,1
0.45,23,2,insufficient_funds,6882.85,10063.5,insurance,1
0.86,17,0,insufficient_funds,2039.48,5000.0,insurance,1
0.64,4,0,mandate_revoked,4628.1,5000.0,insurance,0
0.39,28,2,insufficient_funds,12044.3,16470.85,subscription,1
0.66,34,2,insufficient_funds,1390.23,5000.0,subscription,1
0.67,44,2,mandate_expired,8777.26,11087.78,emi,1
0.87,3,2,insufficient_funds,535.21,3000.0,subscription,1
0.45,5,1,insufficient_funds,1497.55,5000.0,emi,1
0.92,44,0,bank_technical_error,2358.46,5000.0,emi,1
0.99,24,2,insufficient_funds,1244.44,5000.0,subscription,1
0.88,38,1,insufficient_funds,6062.68,8346.51,emi,1
0.66,4,1,insufficient_funds,820.13,1000.0,insurance,1
0.75,39,1,mandate_revoked,2296.5,5000.0,utility,0
0.65,26,1,insufficient_funds,2493.26,5000.0,insurance,1
0.38,38,2,bank_technical_error,1283.62,5000.0,emi,1
0.3,48,1,mandate_revoked,2114.22,5000.0,utility,0
0.99,21,0,mandate_revoked,8123.64,9922.64,subscription,0
0.33,40,2,bank_technical_error,1893.83,5000.0,emi,1
0.82,16,2,insufficient_funds,2197.35,5000.0,utility,0
0.34,10,1,mandate_expired,2496.05,5000.0,utility,1
0.48,32,2,mandate_expired,13020.36,14078.62,subscription,0
0.68,11,2,insufficient_funds,1779.53,1000.0,emi,1
0.88,48,1,insufficient_funds,1280.86,5000.0,insurance,1
0.92,40,1,mandate_revoked,1523.93,3000.0,utility,0
0.95,16,0,insufficient_funds,1580.32,5000.0,emi,1
0.45,31,2,mandate_revoked,752.12,5000.0,emi,0
0.57,39,2,mandate_expired,1239.63,3000.0,insurance,1
0.55,40,0,insufficient_funds,1183.39,5000.0,insurance,1
0.76,41,0,mandate_revoked,2147.5,5000.0,utility,0
0.88,33,1,mandate_revoked,6352.58,7914.72,utility,0
0.4,20,1,mandate_expired,1023.01,5000.0,emi,1
0.37,44,2,mandate_expired,960.09,5000.0,insurance,0
0.84,38,0,insufficient_funds,12314.33,15928.98,insurance,1
0.31,4,1,insufficient_funds,12919.58,15344.32,emi,0
0.35,10,2,bank_technical_error,2364.13,5000.0,insurance,1
0.39,2,1,mandate_revoked,1534.32,5000.0,subscription,0
0.73,20,0,mandate_revoked,7315.92,9092.16,emi,0
0.7,5,1,mandate_expired,12699.93,14038.23,insurance,1
0.96,44,2,insufficient_funds,2574.62,5000.0,emi,1
0.83,39,2,bank_technical_error,3493.15,5000.0,insurance,1
0.79,13,0,bank_technical_error,1818.05,5000.0,insurance,1
0.46,7,2,insufficient_funds,2894.67,5000.0,subscription,1
0.56,12,0,insufficient_funds,7970.44,12593.52,emi,1
0.58,22,1,bank_technical_error,1401.12,1000.0,subscription,1
0.9,10,2,bank_technical_error,1256.16,1000.0,utility,1
0.67,32,1,mandate_expired,2003.41,5000.0,utility,1
0.86,40,1,insufficient_funds,6489.6,8363.71,subscription,1
0.32,8,0,insufficient_funds,7936.13,9830.54,subscription,0
0.45,19,1,mandate_revoked,1013.67,5000.0,subscription,0
0.84,1,2,mandate_expired,1288.87,5000.0,insurance,1
0.68,19,1,bank_technical_error,1731.74,5000.0,utility,1
0.34,31,2,bank_technical_error,919.5,5000.0,utility,1
0.52,38,2,insufficient_funds,2049.07,5000.0,insurance,0
0.32,42,0,mandate_expired,1079.05,5000.0,insurance,1
0.73,36,1,insufficient_funds,10525.98,14051.1,subscription,1
0.79,37,2,mandate_expired,12684.27,14711.53,utility,1
0.76,6,2,mandate_expired,1266.69,5000.0,utility,0
0.92,28,1,bank_technical_error,10985.22,14421.92,subscription,1
0.42,9,2,mandate_expired,769.75,5000.0,emi,1
0.99,41,2,bank_technical_error,1170.7,1000.0,utility,1
0.66,30,1,insufficient_funds,751.6,5000.0,emi,1
0.7,10,0,mandate_expired,1111.46,5000.0,insurance,1
0.96,30,0,bank_technical_error,981.52,5000.0,emi,1
0.61,40,1,bank_technical_error,8005.88,10481.63,utility,1
0.46,43,2,bank_technical_error,2303.68,3000.0,utility,1
0.45,29,1,insufficient_funds,2806.13,5000.0,emi,1
0.42,33,2,insufficient_funds,13913.86,15297.4,utility,1
0.43,20,0,insufficient_funds,13453.71,18430.05,insurance,1
0.5,28,0,insufficient_funds,1951.34,5000.0,insurance,0
0.79,44,2,insufficient_funds,2498.36,5000.0,utility,1
0.99,27,2,bank_technical_error,564.04,5000.0,insurance,1
0.99,48,2,insufficient_funds,6844.55,8031.16,utility,1
0.61,45,1,insufficient_funds,1018.11,5000.0,subscription,1
0.91,38,1,insufficient_funds,6241.89,10646.8,subscription,1
0.54,26,2,insufficient_funds,993.75,1000.0,subscription,1
0.95,8,0,mandate_revoked,2165.35,5000.0,insurance,0
0.83,30,0,bank_technical_error,1583.83,5000.0,utility,1
0.44,29,2,insufficient_funds,2099.71,5000.0,subscription,1
0.77,13,0,mandate_expired,1489.26,3000.0,utility,1
0.94,7,2,insufficient_funds,740.44,3000.0,utility,1
0.36,18,2,insufficient_funds,4897.11,5000.0,subscription,1
0.37,26,1,mandate_expired,10052.03,5000.0,subscription,1
0.8,5,0,bank_technical_error,13429.81,18196.86,utility,1
0.46,46,0,mandate_expired,2850.85,5000.0,emi,1
0.81,32,2,mandate_revoked,9064.17,10803.62,utility,0
0.79,4,1,mandate_expired,2911.56,5000.0,subscription,1
0.48,37,2,insufficient_funds,5646.82,8675.86,utility,1
0.98,43,0,bank_technical_error,756.7,5000.0,subscription,1
0.63,43,1,bank_technical_error,12274.83,16778.95,emi,1
0.63,20,0,mandate_revoked,1383.5,5000.0,insurance,0
0.75,35,0,bank_technical_error,11042.71,13726.64,insurance,1
0.87,43,2,insufficient_funds,2842.76,5000.0,subscription,1
0.83,44,2,mandate_revoked,791.03,5000.0,emi,0
0.86,28,0,insufficient_funds,1247.28,5000.0,utility,1
0.73,14,0,bank_technical_error,13551.39,17449.15,emi,1
0.52,19,0,mandate_expired,1572.19,5000.0,subscription,1
0.68,16,0,insufficient_funds,1409.69,5000.0,insurance,0
0.46,46,2,mandate_expired,2008.71,5000.0,emi,1
0.85,34,2,insufficient_funds,1514.97,5000.0,emi,1
0.72,18,2,bank_technical_error,1899.36,5000.0,insurance,1
0.7,31,2,mandate_expired,511.46,5000.0,subscription,1
0.67,39,2,mandate_revoked,2072.69,5000.0,subscription,0
0.9,25,2,insufficient_funds,1745.4,5000.0,emi,1
0.89,48,2,mandate_expired,2870.76,1000.0,insurance,1
0.76,15,0,mandate_expired,1645.15,1000.0,emi,1
0.39,1,1,insufficient_funds,1246.67,5000.0,utility,0
0.82,34,0,mandate_revoked,2999.01,5000.0,emi,0
0.45,46,0,insufficient_funds,1701.97,5000.0,emi,1
0.65,37,1,mandate_expired,9123.58,5000.0,insurance,0
0.89,13,0,bank_technical_error,527.8,5000.0,subscription,1
0.71,4,0,mandate_revoked,13337.22,18000.91,utility,0
0.7,1,2,mandate_revoked,2720.34,5000.0,utility,0
0.66,48,1,bank_technical_error,7353.51,8660.26,subscription,1
0.5,35,1,mandate_revoked,2259.75,1000.0,insurance,0
0.59,31,2,bank_technical_error,2420.01,5000.0,subscription,1
0.86,29,0,insufficient_funds,621.95,5000.0,utility,1
0.9,9,2,insufficient_funds,1148.62,5000.0,insurance,1
0.43,43,2,insufficient_funds,2164.98,2000.0,insurance,1
0.35,15,0,bank_technical_error,2127.68,5000.0,insurance,1
0.57,18,2,insufficient_funds,13649.7,16017.27,utility,1
0.47,1,2,mandate_revoked,812.08,5000.0,insurance,0
0.4,42,2,mandate_expired,2528.04,5000.0,emi,1
0.63,29,2,bank_technical_error,1509.42,5000.0,subscription,1
0.79,21,0,mandate_expired,1385.12,5000.0,insurance,1
0.5,43,0,insufficient_funds,1324.69,5000.0,insurance,1
0.65,39,0,mandate_expired,974.59,5000.0,utility,1
0.91,5,0,insufficient_funds,5461.67,7476.89,subscription,1
0.54,2,2,mandate_revoked,12146.88,16265.19,subscription,0
0.38,20,0,mandate_expired,2999.69,5000.0,emi,1
0.96,8,0,insufficient_funds,1450.12,5000.0,utility,1
0.42,45,1,mandate_expired,2456.17,5000.0,subscription,1
0.34,44,1,mandate_expired,1420.07,5000.0,subscription,0
0.64,48,0,mandate_revoked,2254.97,5000.0,emi,0
0.74,39,2,insufficient_funds,2042.3,5000.0,subscription,1
0.74,3,2,insufficient_funds,688.1,5000.0,subscription,1
0.79,21,1,mandate_expired,2827.84,5000.0,subscription,1
0.86,34,1,insufficient_funds,1246.17,5000.0,utility,1
0.85,4,2,mandate_expired,1558.33,5000.0,subscription,1
0.91,34,0,insufficient_funds,1881.67,1000.0,subscription,1
0.82,17,0,mandate_revoked,6274.51,5000.0,insurance,0
0.65,1,2,insufficient_funds,776.37,5000.0,subscription,1
0.93,30,0,insufficient_funds,1770.41,3000.0,insurance,1
0.91,23,1,bank_technical_error,881.0,3000.0,insurance,1
0.59,13,2,insufficient_funds,1201.71,5000.0,subscription,1
0.78,4,1,mandate_revoked,1700.24,5000.0,insurance,0
0.85,4,2,insufficient_funds,7838.26,8965.6,emi,1
0.8,32,2,mandate_revoked,13546.73,15318.75,subscription,0
0.92,15,0,insufficient_funds,2676.08,5000.0,emi,1
0.34,36,2,bank_technical_error,8709.21,12084.23,subscription,0
0.43,21,0,mandate_expired,1223.39,5000.0,subscription,1
0.89,5,1,mandate_expired,2054.69,5000.0,utility,1
0.36,22,0,mandate_revoked,2660.72,5000.0,utility,0
0.37,5,0,mandate_expired,1910.73,5000.0,emi,0
0.37,26,2,bank_technical_error,14417.91,18342.78,subscription,1
0.43,40,2,insufficient_funds,2110.97,5000.0,insurance,0
0.85,23,0,insufficient_funds,586.22,5000.0,insurance,1
0.43,29,1,bank_technical_error,6851.65,10093.81,utility,1
0.62,31,1,bank_technical_error,2218.39,5000.0,utility,1
0.7,44,1,bank_technical_error,1379.19,5000.0,emi,1
0.41,23,0,insufficient_funds,1614.28,5000.0,insurance,1
0.63,21,2,insufficient_funds,10726.98,12324.13,emi,0
0.74,21,1,bank_technical_error,775.66,5000.0,emi,1
0.6,42,2,insufficient_funds,1600.91,5000.0,subscription,0
0.46,20,0,mandate_revoked,2084.3,5000.0,emi,0
0.87,31,1,insufficient_funds,998.21,5000.0,subscription,1
0.6,16,2,insufficient_funds,4500.33,5000.0,insurance,1
0.88,27,0,mandate_expired,14543.07,16066.2,emi,1
0.88,20,1,insufficient_funds,3666.42,5000.0,emi,1
0.55,38,1,mandate_revoked,1713.47,5000.0,subscription,0
0.63,40,0,insufficient_funds,666.49,5000.0,insurance,1
0.85,25,2,mandate_revoked,1190.55,5000.0,insurance,0
0.41,23,0,insufficient_funds,1655.42,5000.0,utility,1
0.58,2,2,insufficient_funds,1421.67,5000.0,emi,1
0.51,29,2,bank_technical_error,2868.65,5000.0,emi,1
0.81,30,1,insufficient_funds,1679.69,3000.0,insurance,1
0.6,21,0,insufficient_funds,808.88,5000.0,insurance,1
0.48,28,0,insufficient_funds,11863.14,15399.34,emi,0
0.85,6,2,insufficient_funds,2831.07,5000.0,utility,1
0.54,11,1,mandate_expired,2243.13,5000.0,subscription,1
0.51,40,0,bank_technical_error,1150.42,5000.0,subscription,1
0.95,13,0,insufficient_funds,1324.47,5000.0,subscription,1
0.94,16,0,insufficient_funds,1694.23,5000.0,insurance,0
0.8,28,1,insufficient_funds,5948.95,7934.11,subscription,1
0.61,32,2,insufficient_funds,1916.21,2000.0,emi,1
0.55,38,2,mandate_revoked,9226.26,13914.59,subscription,0
0.89,23,1,bank_technical_error,1969.6,5000.0,insurance,1
0.77,39,1,mandate_revoked,1087.48,5000.0,insurance,0
0.47,23,1,insufficient_funds,14577.75,16393.23,emi,1
0.31,17,2,insufficient_funds,883.6,5000.0,insurance,1
0.47,1,0,bank_technical_error,1899.6,5000.0,emi,1
0.69,40,0,mandate_revoked,14461.9,16396.92,emi,0
0.55,24,2,insufficient_funds,595.86,5000.0,insurance,1
0.69,33,2,mandate_expired,2767.56,5000.0,insurance,1
0.7,27,2,mandate_expired,557.11,5000.0,utility,1
0.51,2,0,bank_technical_error,755.08,1000.0,emi,1
0.46,11,0,mandate_expired,11490.16,16444.79,subscription,0
0.67,11,2,bank_technical_error,1142.5,5000.0,emi,1
0.67,8,0,insufficient_funds,1235.73,5000.0,insurance,1
0.91,10,2,insufficient_funds,2164.19,5000.0,emi,1
0.65,44,2,mandate_expired,3238.16,5000.0,subscription,1
0.75,44,0,insufficient_funds,4137.84,5000.0,insurance,1
0.71,13,1,mandate_expired,1085.16,5000.0,emi,1
0.37,21,2,insufficient_funds,1223.37,5000.0,utility,1
0.41,2,2,insufficient_funds,1787.32,5000.0,subscription,1
0.34,18,1,bank_technical_error,538.68,5000.0,insurance,1
0.44,29,1,bank_technical_error,803.5,5000.0,utility,1
0.44,20,0,insufficient_funds,13506.75,16471.07,emi,1
0.5,4,0,insufficient_funds,9792.61,11030.0,utility,1
0.64,28,1,bank_technical_error,2353.75,5000.0,emi,1
0.37,30,0,bank_technical_error,1522.48,5000.0,emi,1
0.52,8,1,mandate_expired,2426.84,5000.0,utility,1
0.75,42,2,insufficient_funds,2464.68,5000.0,insurance,1
0.67,40,1,insufficient_funds,2395.91,5000.0,utility,1
0.38,19,0,insufficient_funds,610.46,5000.0,subscription,1
0.74,33,2,mandate_expired,614.28,5000.0,subscription,1
0.95,8,2,mandate_expired,825.77,5000.0,insurance,1
0.84,26,1,bank_technical_error,1022.23,5000.0,emi,1
0.58,29,1,insufficient_funds,4092.2,5000.0,utility,1
0.31,39,2,insufficient_funds,945.3,5000.0,insurance,1
0.3,39,1,insufficient_funds,2602.74,5000.0,emi,1
0.39,42,0,insufficient_funds,1274.06,5000.0,insurance,1
0.91,40,0,insufficient_funds,1300.05,5000.0,insurance,0
0.78,5,1,insufficient_funds,1129.16,1000.0,utility,1
0.56,33,1,insufficient_funds,1032.5,5000.0,subscription,1
0.87,46,0,bank_technical_error,2768.37,5000.0,emi,1
0.75,5,1,insufficient_funds,1379.04,1000.0,subscription,1
0.97,3,0,mandate_expired,2159.48,5000.0,insurance,1
0.56,24,0,mandate_revoked,668.84,5000.0,utility,0
0.32,29,0,insufficient_funds,1769.64,5000.0,utility,0
0.99,9,2,insufficient_funds,1918.24,5000.0,subscription,1
0.39,28,0,mandate_revoked,2506.91,5000.0,utility,0
0.51,16,0,mandate_expired,1276.87,5000.0,insurance,1
0.73,21,2,insufficient_funds,8244.64,9624.45,subscription,1
0.65,26,1,insufficient_funds,11187.27,13942.08,insurance,1
0.91,12,0,mandate_revoked,14511.93,16411.7,utility,0
0.32,43,2,bank_technical_error,2756.22,5000.0,utility,1
0.68,33,1,mandate_revoked,797.47,5000.0,subscription,0
